ART_GRP_SE,ARCHV_ARTST_NM,NM,VRIT_MARK_CN,REALM_CL,ACT_RELM_CN,BIRTH_YEAR,RSRCH_MAN_NM,URL
ARTST,예술인,김광림,金光林,문학,시,1929,,https://www.daarts.or.kr/handle/11080/5649
ARTST,예술인,신혜경,Shin hye kyung,시각예술,미술작가,1961,,https://www.daarts.or.kr/handle/11080/19436
DIC,구술채록,김남조,金南祚,문학,문학,1927,장미영,https://www.daarts.or.kr/handle/11080/16109
ARTST,예술인,서정태,Suh jung tae,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19416
ARTST,예술인,정부기,"鄭富基, CHUNG Boo-gie",창작음악,한국현대음악,1953,,https://www.daarts.or.kr/handle/11080/254528
ARTST,예술인,이종각,Lee jong gak,시각예술,미술작가,1937,,https://www.daarts.or.kr/handle/11080/19546
ARTST,예술인,이한신,LEE Hansin,창작음악,한국현대음악,1965,,https://www.daarts.or.kr/handle/11080/84452
DIC,구술채록,오태학,Oh tae hak,시각예술,회화,1938,강민기,https://www.daarts.or.kr/handle/11080/16553
DIC,구술채록,한말숙,韓末淑,문학,문학,1931,조윤아,https://www.daarts.or.kr/handle/11080/16951
ARTST,예술인,전항섭,,시각예술,조각,1960,,https://www.daarts.or.kr/handle/11080/135952
ARTST,예술인,김수악,金壽岳,공연예술,"진주검무, 진주교방굿거리",1925,,https://www.daarts.or.kr/handle/11080/6454
ARTST,예술인,양해엽,梁海曄,공연예술,바이올린,1929,,https://www.daarts.or.kr/handle/11080/88401
FARTST,미술작가,양주혜,Yang ju hae,설치,,1955,,https://www.daarts.or.kr/handle/11080/19450
ARTST,예술인,정미조,Jeong mi jo,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19591
ARTST,예술인,김후란,"金后蘭, 본명 김형덕(金炯德)",문학,"시, 수필",1934,,https://www.daarts.or.kr/handle/11080/107184
ARTGR,예술단체,(사)마당극패 우금치,,공연단체,,,,https://www.daarts.or.kr/handle/11080/33920
ARTST,예술인,백영수,白榮洙,시각예술,서양화,1922,,https://www.daarts.or.kr/handle/11080/33940
FARTST,미술작가,정창섭,Jung chang sup,회화,,1927,,https://www.daarts.or.kr/handle/11080/19603
ARTST,예술인,하태진,河泰瑨,시각예술,한국화,1938,,https://www.daarts.or.kr/handle/11080/5923
DIC,구술채록,유근준,劉槿俊 (Yoo Keun Joon),시각예술,미술이론,1934,채효영,https://www.daarts.or.kr/handle/11080/24007
FARTST,미술작가,김문식,Kim moon sik,회화,,1951,,https://www.daarts.or.kr/handle/11080/19269
ARTST,예술인,박충흠,Park choong heum,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19393
ARTST,예술인,엄재민,,시각예술,미술이론,1926,,https://www.daarts.or.kr/handle/11080/134439
ARTST,예술인,최영미,CHOI YoungMi,창작음악,한국현대음악,1975,,https://www.daarts.or.kr/handle/11080/84018
FARTST,미술작가,조기주,Cho khee joo,판화,,1955,,https://www.daarts.or.kr/handle/11080/19609
ARTST,예술인,박용구,朴容九,창작음악,한국현대음악,1914,,https://www.daarts.or.kr/handle/11080/167770
ARTST,예술인,이봉열,Lee bong real,시각예술,미술작가,1938,,https://www.daarts.or.kr/handle/11080/19511
ARTST,예술인,조금앵,"曹錦鶯, 본명 조윤순(曺潤順)",공연예술,배우(여성국극),1930,,https://www.daarts.or.kr/handle/11080/6247
DIC,구술채록,노경식,盧炅植,공연예술,연극,1938,문경연,https://www.daarts.or.kr/handle/11080/30180
FARTST,미술작가,박승규,Park seung kyu,회화,,1951,,https://www.daarts.or.kr/handle/11080/19381
ARTST,예술인,김태호,Kim tai ho,시각예술,미술작가,1954,,https://www.daarts.or.kr/handle/11080/19333
DIC,구술채록,백설희,"白雪姬, 본명 김희숙(金喜淑)",대중예술,대중예술,1927,이준희,https://www.daarts.or.kr/handle/11080/16373
ARTST,예술인,김영기,Kim young kee,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19291
ARTST,예술인,이건우,"李建雨, LEE Kunwoo",창작음악,한국현대음악,1919,,https://www.daarts.or.kr/handle/11080/163397
FARTST,미술작가,임영균,Lim young kyun,설치,,1955,,https://www.daarts.or.kr/handle/11080/19562
ARTST,예술인,이수재,Lee soo jai,시각예술,미술작가,1933,,https://www.daarts.or.kr/handle/11080/19521
DIC,구술채록,김종길,金宗吉,문학,문학,1926,이봉범,https://www.daarts.or.kr/handle/11080/16225
ARTST,예술인,김식,Kim shik,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19286
ARTST,예술인,심죽자,沈竹子,시각예술,서양화,1929,,https://www.daarts.or.kr/handle/11080/23979
FARTST,미술작가,박기웅,Park ki woong,회화,,1958,,https://www.daarts.or.kr/handle/11080/19364
ARTST,예술인,김은영,KIM Eunyoung,창작음악,한국현대음악,1973,,https://www.daarts.or.kr/handle/11080/83958
ARTST,예술인,노경식,盧炅植,공연예술,극작가,1938,,https://www.daarts.or.kr/handle/11080/28986
ARTST,예술인,오이돈,"吳利敦, OH IeDon",창작음악,한국현대음악,1958,,https://www.daarts.or.kr/handle/11080/58324
ARTGR,예술단체,Seoul Ballet Theatre,,공연단체,,,,https://www.daarts.or.kr/handle/11080/4805
ARTST,예술인,김매자,金梅子,공연예술,한국무용,1943,,https://www.daarts.or.kr/handle/11080/6353
FARTST,미술작가,송수련,Song soo ryun,회화,,1945,,https://www.daarts.or.kr/handle/11080/19428
FARTST,미술작가,하동철,Ha dong chul,회화,,1942,,https://www.daarts.or.kr/handle/11080/19646
DIC,구술채록,신옥진,"辛沃陳, 본명 신삼기",시각예술,시각기타,1947,윤범모,https://www.daarts.or.kr/handle/11080/50017
ARTST,예술인,진정숙,JEAN Jungsook,창작음악,한국현대음악,1953,,https://www.daarts.or.kr/handle/11080/66146
FARTST,미술작가,장욱희,Jang wookie,설치,,1973,,https://www.daarts.or.kr/handle/11080/19574
DIC,구술채록,박동욱,朴東旭,공연예술,음악,1935,백영은,https://www.daarts.or.kr/handle/11080/136741
ARTST,예술인,이호철,Lee ho chul,시각예술,미술작가,1958,,https://www.daarts.or.kr/handle/11080/19556
DIC,구술채록,김시철,"金時哲, 호 하서(河書)",문학,문학,1930,이봉범,https://www.daarts.or.kr/handle/11080/16188
ARTST,예술인,손연칠,Son yeon chil,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19425
DIC,구술채록,이형록,李亨祿,시각예술,사진,1917,박주석,https://www.daarts.or.kr/handle/11080/16715
FARTST,미술작가,김봉준,Kim bong jun,판화,,1954,,https://www.daarts.or.kr/handle/11080/19275
FARTST,미술작가,유성일,Yu sung il,설치,,1957,,https://www.daarts.or.kr/handle/11080/19483
ARTST,예술인,강영걸,康英傑,공연예술,연극연출,1943,,https://www.daarts.or.kr/handle/11080/88374
FARTST,미술작가,서승원,Suh seung won,회화,,1941,,https://www.daarts.or.kr/handle/11080/19413
ARTST,예술인,강석영(공예),Kang Suk Young,시각예술,미술작가,1949,,https://www.daarts.or.kr/handle/11080/19206
ARTST,예술인,김천두,金千斗,시각예술,한국화,1928,,https://www.daarts.or.kr/handle/11080/5838
FARTST,미술작가,사석원,Sa suk won,회화,,1960,,https://www.daarts.or.kr/handle/11080/19410
FARTST,미술작가,정종해,Chung chu ha,회화,,1948,,https://www.daarts.or.kr/handle/11080/19601
ARTST,예술인,김영진,Kim young jin,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19293
FARTST,미술작가,최광호,Choi kwang ho,사진,,1957,,https://www.daarts.or.kr/handle/11080/19632
ARTST,예술인,신소라,,시각예술,회화,1978,,https://www.daarts.or.kr/handle/11080/92414
ARTST,예술인,장춘희,JANG Choon-hee,창작음악,한국현대음악,1972,,https://www.daarts.or.kr/handle/11080/49612
FARTST,미술작가,박혜성,Park hye sung,설치,,1968,,https://www.daarts.or.kr/handle/11080/19396
ARTGR,예술단체,강동아트센터,,공연장,,,,https://www.daarts.or.kr/handle/11080/27255
ARTST,예술인,김호석,Kim ho suk,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19338
ARTST,예술인,이근형,"李瑾炯, LEE Keun-Hyoung",창작음악,한국현대음악,1969,,https://www.daarts.or.kr/handle/11080/48929
FARTST,미술작가,김태,Kim tai,회화,,1931,,https://www.daarts.or.kr/handle/11080/19331
DIC,구술채록,유호,"劉湖(본명 : 유해준, 또 다른 예명 : 호동아(작사))",대중예술,대중예술,1921,이영미,https://www.daarts.or.kr/handle/11080/16570
ARTST,예술인,김미림,Kim Mi-rim,창작음악,한국현대음악,1965,,https://www.daarts.or.kr/handle/11080/48987
ARTST,예술인,김선회,Kim sun whoe,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19282
ARTST,예술인,김창수,,시각예술,사진,1969,,https://www.daarts.or.kr/handle/11080/70428
ARTST,예술인,이상준,李尙俊,창작음악,한국현대음악,1884,,https://www.daarts.or.kr/handle/11080/163362
ARTST,예술인,오숙환,Oh sook whan,시각예술,미술작가,1952,,https://www.daarts.or.kr/handle/11080/19463
ARTST,예술인,정복수,Jung bok soo,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19593
ARTST,예술인,전혁림,全爀林,시각예술,서양화,1916,,https://www.daarts.or.kr/handle/11080/6113
ARTST,예술인,최창봉,崔彰鳳,대중예술,방송극 연출,1925,,https://www.daarts.or.kr/handle/11080/120031
ARTST,예술인,현종찬,HYUN Jongchan,창작음악,한국현대음악,1983,,https://www.daarts.or.kr/handle/11080/83978
ARTST,예술인,윤해중,尹海重,창작음악,작곡,1929,,https://www.daarts.or.kr/handle/11080/84721
ARTST,예술인,임응식,Limb eung sik,시각예술,미술작가,1912,,https://www.daarts.or.kr/handle/11080/19565
ARTST,예술인,조념,"趙念, CHO Nyum",창작음악,한국현대음악,1922,,https://www.daarts.or.kr/handle/11080/167775
ARTST,예술인,김형수,Kim hyung su,시각예술,한국화,1929,,https://www.daarts.or.kr/handle/11080/5842
ARTST,예술인,엄재민,,시각예술,미술이론,1926,,https://www.daarts.or.kr/handle/11080/134442
FARTST,미술작가,황인기,Whang in kie,회화,,1951,,https://www.daarts.or.kr/handle/11080/19684
ARTST,예술인,김은진,Kim eun jin,시각예술,미술작가,1968,,https://www.daarts.or.kr/handle/11080/19302
FARTST,미술작가,원인종,Won in jong,조각,,1956,,https://www.daarts.or.kr/handle/11080/19479
FARTST,미술작가,한만영,Han man young,설치,,,,https://www.daarts.or.kr/handle/11080/19653
DIC,구술채록,이상일,李相日,공연예술,무용,1933,이철진,https://www.daarts.or.kr/handle/11080/24993
ARTST,예술인,이종구,Lee jong gu,시각예술,미술작가,1954,,https://www.daarts.or.kr/handle/11080/19547
ARTST,예술인,김창세,Kim chang se,시각예술,조각,1954,,https://www.daarts.or.kr/handle/11080/19323
ARTGR,예술단체,수퍼스타 무용단,,공연단체,,,,https://www.daarts.or.kr/handle/11080/725
ARTST,예술인,신상호,Shin sang ho,시각예술,미술작가,1947,,https://www.daarts.or.kr/handle/11080/19431
ARTST,예술인,최금화,,시각예술,조각,1961,,https://www.daarts.or.kr/handle/11080/91771
ARTST,예술인,조병완,,시각예술,회화,1957,,https://www.daarts.or.kr/handle/11080/33910
DIC,구술채록,손장섭,孫壯燮,시각예술,회화,1941,윤혜준,https://www.daarts.or.kr/handle/11080/61059
FARTST,미술작가,김원,Kim won,회화,,1932,,https://www.daarts.or.kr/handle/11080/19299
ARTST,예술인,오광수,吳光洙,시각예술,"미술사, 미술평론, 미술행정",1937,,https://www.daarts.or.kr/handle/11080/88412
FARTST,미술작가,우상기,Woo sang ki,회화,,1957,,https://www.daarts.or.kr/handle/11080/19474
ARTST,예술인,김순제,金順濟,공연예술,"작곡, 뱃노래",1922,,https://www.daarts.or.kr/handle/11080/6282
ARTST,예술인,이지원,,시각예술,디자인,1987,,https://www.daarts.or.kr/handle/11080/92443
ARTGR,예술단체,태혜신 카르마프리 무용단,,공연단체,,,,https://www.daarts.or.kr/handle/11080/33929
ARTST,예술인,김우종,金宇鐘,문학,평론,1929,,https://www.daarts.or.kr/handle/11080/5674
ARTST,예술인,왕경애,Wang kyung ae,시각예술,미술작가,1953,,https://www.daarts.or.kr/handle/11080/19472
ARTGR,예술단체,극단 장자번덕,,공연단체,,,,https://www.daarts.or.kr/handle/11080/34145
ARTST,예술인,이유정,Sophie Youjung LEE,창작음악,한국현대음악,1978,,https://www.daarts.or.kr/handle/11080/68551
DIC,구술채록,문정숙,文正淑,공연예술,무용,1943,장지원,https://www.daarts.or.kr/handle/11080/16302
ARTST,예술인,김흥수,金興洙,시각예술,서양화,1919,,https://www.daarts.or.kr/handle/11080/6131
ARTST,예술인,이우환,Lee u fan,시각예술,미술작가,1936,,https://www.daarts.or.kr/handle/11080/19534
ARTST,예술인,조동화,趙東華,공연예술,무용평론,1922,,https://www.daarts.or.kr/handle/11080/120464
ARTST,예술인,차우희,Chao u hi,미술작가,미술작가,1945,,https://www.daarts.or.kr/handle/11080/19628
DIC,구술채록,이인실,Lee in sil,시각예술,회화,1934,문정희,https://www.daarts.or.kr/handle/11080/16700
FARTST,미술작가,박헌열,Park heon youl,조각,,1955,,https://www.daarts.or.kr/handle/11080/19395
ARTST,예술인,강찬모,Kang chan mo,시각예술,미술작가,1949,,https://www.daarts.or.kr/handle/11080/19218
FARTST,미술작가,채미현,Chae mi hyun,설치,,1957,,https://www.daarts.or.kr/handle/11080/19629
ARTST,예술인,문봉선,Moon Bong-sun,시각예술,미술작가,1961,,https://www.daarts.or.kr/handle/11080/19352
DIC,구술채록,정완영,鄭椀永,문학,문학,1919,이지엽,https://www.daarts.or.kr/handle/11080/16821
ARTST,예술인,유학자,兪鶴子,공연예술,한국무용,1941,,https://www.daarts.or.kr/handle/11080/6330
ARTST,예술인,천경자,Chun kyung ja,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19630
ARTST,예술인,이한나,Lee Hanna,창작음악,한국현대음악,1954,,https://www.daarts.or.kr/handle/11080/58397
ARTST,예술인,조한나,CHO Hanna,창작음악,한국현대음악,1980,,https://www.daarts.or.kr/handle/11080/106550
ARTST,예술인,서진경,,공연예술,전통연희,1962,,https://www.daarts.or.kr/handle/11080/92491
ARTST,예술인,박지은,,시각예술,시각기타,1972,,https://www.daarts.or.kr/handle/11080/135782
ARTST,예술인,정명환,鄭明煥,문학,문학평론,1929,,https://www.daarts.or.kr/handle/11080/88442
ARTST,예술인,김광우,Kim kwang woo,시각예술,미술작가,1941,,https://www.daarts.or.kr/handle/11080/19258
ARTST,예술인,정상화,Chung sang hwa,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19594
DIC,구술채록,김원일,金源一,문학,문학,1942,홍정선,https://www.daarts.or.kr/handle/11080/107674
ARTST,예술인,유민희,YOU Minhee,창작음악,한국현대음악,1980,,https://www.daarts.or.kr/handle/11080/49322
DIC,구술채록,전영화,全榮華,시각예술,회화,1929,왕신연,https://www.daarts.or.kr/handle/11080/16797
FARTST,미술작가,황현수,Hwang hyun soo,조각,,1954,,https://www.daarts.or.kr/handle/11080/19687
ARTST,예술인,김청정,Kim chung jung,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19328
ARTST,예술인,이경화,LEE Kyunghwa,창작음악,한국현대음악,1955,,https://www.daarts.or.kr/handle/11080/69040
ARTST,예술인,최유리,,공연예술,연극,1980,,https://www.daarts.or.kr/handle/11080/92476
FARTST,미술작가,조덕현,Cho duck hyun,설치,,1957,,https://www.daarts.or.kr/handle/11080/19611
ARTST,예술인,정국택,Chung kuk taek,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19588
ARTST,예술인,김종하,金鐘夏,시각예술,미술작가,1918,,https://www.daarts.or.kr/handle/11080/5980
ARTST,예술인,백철수,Paik chul soo,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19408
ARTST,예술인,이영자,"李英子, LEE Youngja",창작음악,한국현대음악,1931,,https://www.daarts.or.kr/handle/11080/49656
FARTST,미술작가,안창홍,Ahn chang hong,회화,,1953,,https://www.daarts.or.kr/handle/11080/19448
ARTST,예술인,육근병,Yook keun byung,시각예술,미술작가,1957,,https://www.daarts.or.kr/handle/11080/19491
ARTGR,예술단체,창작집단 쵸크24,,공연단체,,,,https://www.daarts.or.kr/handle/11080/52057
ARTST,예술인,공성훈,Kong sung hun,시각예술,미술작가,1965,,https://www.daarts.or.kr/handle/11080/19226
ARTST,예술인,황인기,Whang in kie,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19684
ARTST,예술인,이문석,LEE Mun Suk,창작음악,한국현대음악,1978,,https://www.daarts.or.kr/handle/11080/58273
DIC,구술채록,조용익 (개명 전 : 조태하),趙容翊 (개명 전 : 趙泰河),시각예술,회화,1934,권영진,https://www.daarts.or.kr/handle/11080/88515
ARTST,예술인,정주하,Chung chang sup,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19602
ARTST,예술인,구히서,具熙書,공연예술,연극평론,1939,,https://www.daarts.or.kr/handle/11080/60739
FARTST,미술작가,조남붕,Cho nam boong,사진,,1955,,https://www.daarts.or.kr/handle/11080/19610
ARTST,예술인,오수환,Oh su fan,시각예술,미술작가,1946,,https://www.daarts.or.kr/handle/11080/19462
ARTST,예술인,임영미,LYMN Youngmee,창작음악,한국현대음악,1960,,https://www.daarts.or.kr/handle/11080/58477
ARTST,예술인,전준,Chon joon,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19582
